name,artists,release_date,genres,common_genre,duration,popularity,source_genre,lines_count,word_count,unique_words,stopwords_count,avg_word_length,chorus_count,verse_count,neg,neu,pos,compound
If It Means A Lot To You,A Day To Remember,2009-02-03,"['alternative metal', 'metalcore', 'pop punk', 'screamo']",alternative,243226,72,Alternative,23,169,84,78,4.041420118343195,2,1,0.046,0.765,0.189,0.9746
I Can Only Imagine,MercyMe,2001,"['ccm', 'christian alternative rock', 'christian indie', 'christian music']",alternative,248253,70,Alternative,26,137,69,91,3.7226277372262775,2,1,0.0,0.881,0.119,0.9367
Mind Over Matter (Reprise),Young the Giant,2015-04-18,"['indietronica', 'modern alternative rock', 'modern rock', 'pov: indie', 'stomp and holler']",rock,230866,80,Alternative,24,120,90,57,4.083333333333333,2,1,0.051,0.886,0.063,-0.2869
Soul to Squeeze,Red Hot Chili Peppers,2003-11-18,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,289533,73,Alternative,24,145,84,75,3.56551724137931,2,2,0.093,0.675,0.232,0.9705
So Far Away,Staind,2003-05-13,"['alternative metal', 'nu metal', 'post-grunge']",metal,243573,71,Alternative,25,138,79,86,3.920289855072464,2,1,0.076,0.809,0.115,0.6862
45,Shinedown,2003-05-27,"['alternative metal', 'nu metal', 'post-grunge']",metal,250093,69,Alternative,23,140,97,62,4.142857142857143,2,1,0.084,0.852,0.064,-0.2023
Life Goes On,Oliver Tree,2021-05-28,['alternative hip-hop'],alternative,161803,78,Alternative,27,158,77,112,3.4430379746835444,2,1,0.133,0.732,0.136,0.1446
Dancing In The Courthouse,Dominic Fike,2023-04-14,"['alternative pop rock', 'pov: indie']",alternative,157563,72,Alternative,31,220,127,99,3.8363636363636364,2,1,0.07,0.811,0.119,0.8674
Mirage,Orion Sun,2020-01-06,"['alternative r&b', 'bedroom pop']",alternative,57495,72,Alternative,4,19,17,9,4.0,1,0,0.0,0.907,0.093,0.1901
You're Going Down,Sick Puppies,2010-01-01,"['alternative metal', 'nu metal', 'post-grunge']",metal,187346,68,Alternative,27,170,103,90,3.7588235294117647,2,1,0.057,0.821,0.122,0.8621
Savin' Me,Nickelback,2005-09-26,"['alternative metal', 'canadian rock', 'post-grunge']",alternative,219320,73,Alternative,24,165,95,89,4.024242424242424,2,1,0.13,0.792,0.078,-0.9077
Machinehead,Bush,2014-10-14,"['alternative metal', 'alternative rock', 'grunge', 'nu metal', 'post-grunge', 'rock']",alternative,256333,67,Alternative,25,114,55,55,4.385964912280702,1,1,0.028,0.843,0.129,0.8957
Maps,Yeah Yeah Yeahs,2003-04-29,"['alternative dance', 'alternative rock', 'art pop', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'neo-synthpop', 'new rave']",rock,219986,71,Alternative,22,75,33,26,3.88,2,1,0.286,0.657,0.057,-0.9649
MONSTERS,Shinedown,2018-05-04,"['alternative metal', 'nu metal', 'post-grunge']",metal,248373,69,Alternative,28,157,88,71,4.2993630573248405,2,1,0.187,0.582,0.231,0.8955
River,Bishop Briggs,2018-04-20,['modern alternative rock'],alternative,216133,76,Alternative,24,149,68,61,3.865771812080537,1,1,0.033,0.696,0.271,0.9882
Breath,Breaking Benjamin,2006-01-01,"['alternative metal', 'nu metal', 'post-grunge']",metal,218466,71,Alternative,27,137,85,81,3.5693430656934306,2,1,0.108,0.835,0.057,-0.8055
"Love, of Money",MAVI,2019-10-18,"['alternative hip-hop', 'chill abstract hip-hop', 'indie hip-hop']",hip-hop,64765,73,Alternative,19,183,106,93,4.043715846994536,1,0,0.128,0.69,0.182,0.9116
Primadonna,MARINA,2012-04-30,"['metropopolis', 'pop', 'pov: indie', 'uk alternative pop']",pop,221075,75,Alternative,30,154,111,67,3.883116883116883,1,1,0.091,0.749,0.16,0.9053
Oh No!,MARINA,2010-02-15,"['metropopolis', 'pop', 'pov: indie', 'uk alternative pop']",pop,182586,74,Alternative,24,141,81,65,3.99290780141844,2,1,0.223,0.675,0.102,-0.882
Kerosene,Crystal Castles,2012-01-01,"['alternative dance', 'bitpop', 'digital hardcore', 'indietronica', 'neo-synthpop', 'new rave', 'nintendocore']",alternative,192000,70,Alternative,24,93,75,38,4.806451612903226,2,0,0.206,0.593,0.202,-0.5442
broken,lovelytheband,2018-08-03,"['modern alternative rock', 'modern rock', 'pov: indie']",rock,204878,71,Alternative,24,105,55,54,4.190476190476191,1,2,0.269,0.522,0.209,-0.8435
Show Me How to Live,Audioslave,2002-11-17,"['alternative metal', 'alternative rock', 'grunge', 'hard rock', 'nu metal', 'permanent wave', 'post-grunge', 'rock', 'supergroup']",rock,277840,73,Alternative,24,163,79,88,3.7484662576687118,2,2,0.039,0.943,0.018,-0.5423
Awake and Alive,Skillet,2009-08-21,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'post-grunge']",alternative,209493,73,Alternative,35,171,101,79,3.6842105263157894,2,1,0.088,0.783,0.129,0.6449
Wild Irish Roses,Smino,2017-03-14,['alternative r&b'],alternative,169319,69,Alternative,39,235,176,97,4.404255319148936,1,1,0.051,0.835,0.115,0.8854
Undercover Martyn,Two Door Cinema Club,2010-02-17,"['indie rock', 'indietronica', 'irish rock', 'modern alternative rock', 'modern rock', 'northern irish indie']",rock,167773,70,Alternative,26,194,50,94,4.34020618556701,2,2,0.089,0.848,0.063,-0.6597
Pain,Three Days Grace,2006-06-25,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",metal,202973,70,Alternative,23,125,64,50,4.32,1,1,0.357,0.533,0.11,-0.992
Lying from You,Linkin Park,2003-03-24,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,175373,68,Alternative,31,192,107,102,3.9166666666666665,2,1,0.164,0.798,0.038,-0.9718
Wish I Knew You,The Revivalists,2015-07-15,['modern alternative rock'],alternative,274093,69,Alternative,66,371,115,198,3.824797843665768,1,3,0.031,0.705,0.263,0.9981
The Devil in I,Slipknot,2014-10-15,"['alternative metal', 'nu metal', 'rap metal', 'rock']",metal,342821,75,Alternative,23,119,90,60,4.26890756302521,2,1,0.171,0.726,0.103,-0.9312
My Way,Limp Bizkit,2000-10-17,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,272973,76,Alternative,30,168,80,74,4.101190476190476,2,1,0.067,0.858,0.075,0.1278
Fine Again,Seether,2002-01-01,"['alternative metal', 'nu metal', 'post-grunge', 'south african rock']",metal,243640,70,Alternative,21,137,88,70,3.8905109489051095,2,1,0.097,0.743,0.16,0.5719
Undead,Hollywood Undead,2008-09-02,"['alternative metal', 'modern rock', 'post-grunge', 'rap metal', 'rap rock']",metal,265053,73,Alternative,45,259,140,105,4.2084942084942085,1,1,0.197,0.722,0.081,-0.9901
Afterlife,Avenged Sevenfold,2007-10-26,"['alternative metal', 'nu metal']",metal,352426,74,Alternative,25,219,128,119,4.041095890410959,2,1,0.124,0.761,0.115,-0.3284
Someone To Spend Time With,Los Retros,2019-02-12,['latinx alternative'],alternative,173953,74,Alternative,34,147,72,71,3.9047619047619047,2,2,0.047,0.682,0.271,0.9915
The Sound of Silence,Disturbed,2015-08-21,"['alternative metal', 'nu metal', 'rap metal', 'rock']",metal,248466,74,Alternative,28,174,118,72,4.379310344827586,4,0,0.095,0.831,0.074,-0.5781
Weird Fishes/ Arpeggi,Radiohead,2007-12-28,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",rock,318186,75,Alternative,36,131,72,66,4.1603053435114505,2,0,0.066,0.822,0.112,0.6553
Jigsaw Falling Into Place,Radiohead,2007-12-28,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",rock,248893,76,Alternative,44,238,125,128,4.142857142857143,2,0,0.093,0.858,0.05,-0.8323
an Interlude Called “Circus” (feat. Eryn Allen Kane),Saba,2022-02-04,"['alternative r&b', 'chicago rap']",alternative,62973,72,Alternative,39,295,148,142,4.16271186440678,1,2,0.092,0.76,0.148,0.9366
In The End,Black Veil Brides,2012-01-01,"['alternative metal', 'pop punk']",alternative,228280,73,Alternative,29,176,96,98,3.4943181818181817,2,1,0.033,0.89,0.076,0.8295
Fighting Myself,Linkin Park,2023-04-07,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,201428,77,Alternative,36,302,142,122,4.046357615894039,2,1,0.154,0.77,0.076,-0.9722
By the Way,Red Hot Chili Peppers,2002-07-09,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,216933,78,Alternative,32,177,113,70,3.8983050847457625,2,2,0.066,0.849,0.085,0.6579
Still Waiting,Sum 41,2002-01-01,"['alternative metal', 'canadian pop punk', 'canadian punk', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk', 'rock']",punk,158733,69,Alternative,32,155,94,80,3.9419354838709677,2,2,0.185,0.773,0.042,-0.9507
Trust in You,Lauren Daigle,2015-04-14,"['ccm', 'christian alternative rock', 'christian music']",alternative,211600,70,Alternative,41,306,125,200,3.911764705882353,3,3,0.062,0.718,0.22,0.9939
Hurricane,I Prevail,2019-03-29,"['alternative metal', 'nu-metalcore']",alternative,223173,71,Alternative,24,175,89,99,3.777142857142857,2,1,0.075,0.823,0.102,0.1952
Break,Three Days Grace,2009-09-22,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",metal,193106,71,Alternative,21,105,69,59,4.295238095238095,2,1,0.086,0.884,0.031,-0.6956
Feeling This,blink-182,2003-11-01,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",punk,172645,72,Alternative,25,178,98,89,4.275280898876405,2,1,0.052,0.86,0.088,0.8346
Robbers,The 1975,2013,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']",rock,254509,70,Alternative,35,217,123,105,4.138248847926267,2,2,0.121,0.724,0.154,0.6728
Wasteland,10 Years,2005-01-01,"['alternative metal', 'nu metal', 'post-grunge']",metal,229866,67,Alternative,24,148,78,76,4.608108108108108,2,2,0.145,0.693,0.163,-0.4027
Gasoline,I Prevail,2019-03-29,"['alternative metal', 'nu-metalcore']",alternative,153613,72,Alternative,26,157,87,83,3.8471337579617835,1,1,0.229,0.691,0.08,-0.9874
Masterpiece,Motionless In White,2022-06-10,"['alternative metal', 'metalcore']",alternative,206648,70,Alternative,25,154,98,78,3.9415584415584415,3,2,0.23,0.646,0.124,-0.9298
"Call It Fate, Call It Karma",The Strokes,2013-03-25,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",rock,204773,73,Alternative,28,150,65,100,3.9133333333333336,2,2,0.068,0.932,0.0,-0.8105
Past Lives,BØRNS,2015-10-16,"['indie poptimism', 'indietronica', 'modern alternative rock', 'modern rock', 'pov: indie']",indie,274320,74,Alternative,73,447,164,214,4.366890380313199,3,2,0.018,0.852,0.13,0.9957
Sweetness,Jimmy Eat World,2001-07-17,"['alternative metal', 'emo', 'modern power pop', 'modern rock', 'neon pop punk', 'pop punk', 'pop rock', 'post-grunge', 'punk', 'rock']",pop,220026,71,Alternative,22,109,65,43,5.660550458715596,2,2,0.099,0.757,0.144,0.7551
Schism,TOOL,2001-05-15,"['alternative metal', 'art rock', 'nu metal', 'progressive metal', 'progressive rock', 'rock']",metal,403533,72,Alternative,23,104,80,43,4.836538461538462,2,0,0.076,0.794,0.13,0.7209
Hash Pipe,Weezer,2001-05-15,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",rock,186533,71,Alternative,47,256,89,104,3.90625,2,2,0.115,0.837,0.049,-0.9394
Youth of the Nation,P.O.D.,2001-09-11,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']",metal,256240,74,Alternative,39,353,202,195,3.869688385269122,2,1,0.13,0.741,0.129,-0.1031
My God Is Still The Same,Sanctus Real,2021-03-05,"['ccm', 'christian alternative rock', 'christian music']",alternative,205146,70,Alternative,61,346,89,200,3.8699421965317917,2,2,0.095,0.72,0.184,0.9815
Howlin' for You,The Black Keys,2010-05-18,"['alternative rock', 'blues rock', 'garage rock', 'indie rock', 'indietronica', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']",rock,191800,69,Alternative,22,95,58,30,4.389473684210526,3,1,0.031,0.818,0.152,0.8519
I'm In Love With You,The 1975,2022-10-14,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']",rock,262623,76,Alternative,70,472,145,235,3.5635593220338984,1,3,0.013,0.66,0.327,0.9997
Be The One (with Khalid),Bree Runway,2023-04-20,['alternative r&b'],alternative,200814,74,Alternative,114,558,138,247,3.761648745519713,1,2,0.054,0.843,0.103,0.9451
Twisted Transistor,Korn,2005-12-06,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,188933,73,Alternative,23,87,64,42,4.620689655172414,1,1,0.116,0.86,0.024,-0.8233
Unstoppable,The Score,2017-10-13,"['modern alternative rock', 'pov: indie']",alternative,192106,75,Alternative,62,294,95,134,4.680272108843537,2,2,0.101,0.723,0.176,0.9783
Cold Cold Man,Saint Motel,2014-08-16,"['la indie', 'modern alternative rock', 'modern rock', 'pov: indie']",indie,230773,72,Alternative,61,350,83,107,3.62,2,2,0.05,0.81,0.14,0.982
Courtesy Call,Thousand Foot Krutch,2012-04-17,"['alternative metal', 'canadian ccm', 'canadian metal', 'canadian rock', 'christian alternative rock', 'christian rock', 'rap metal']",metal,236898,75,Alternative,25,165,86,76,3.8848484848484848,1,1,0.057,0.855,0.088,0.3149
Cry Baby,The Neighbourhood,2015-10-30,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie']",rock,235160,76,Alternative,53,347,115,189,3.622478386167147,2,3,0.058,0.717,0.225,0.996
Nobody (feat. Matthew West),Casting Crowns,2018-11-16,"['ccm', 'christian alternative rock', 'christian music']",alternative,206400,71,Alternative,59,412,157,194,4.043689320388349,2,2,0.041,0.835,0.124,0.9877
Are You Satisfied?,MARINA,2010-02-15,"['metropopolis', 'pop', 'pov: indie', 'uk alternative pop']",pop,198960,71,Alternative,60,329,139,171,4.0638297872340425,2,3,0.078,0.665,0.257,0.9958
The Pot,TOOL,2006-04-28,"['alternative metal', 'art rock', 'nu metal', 'progressive metal', 'progressive rock', 'rock']",metal,381946,72,Alternative,30,149,97,63,4.2885906040268456,2,0,0.145,0.821,0.034,-0.9621
golden hour,JVKE,2022-09-23,"['modern indie pop', 'pov: indie']",indie,209259,91,Indie,31,142,106,59,4.176056338028169,2,1,0.083,0.752,0.165,0.9419
Lovers Rock,TV Girl,2014-06-05,['pov: indie'],indie,213920,89,Indie,34,160,104,77,4.10625,2,1,0.082,0.728,0.191,0.9718
Dial Drunk,Noah Kahan,2023-06-09,['pov: indie'],indie,213817,85,Indie,24,177,119,99,4.129943502824859,2,1,0.288,0.645,0.066,-0.9931
Blue Hair,TV Girl,2018-05-08,['pov: indie'],indie,217000,88,Indie,25,140,103,74,3.9214285714285713,3,2,0.141,0.707,0.153,0.4607
ceilings,Lizzy McAlpine,2022-04-08,"['alt z', 'boston folk', 'indie pop']",folk,182887,90,Indie,28,162,92,91,3.888888888888889,2,2,0.04,0.695,0.265,0.9927
Apocalypse,Cigarettes After Sex,2017-06-09,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",pop,290146,85,Indie,24,150,79,74,4.253333333333333,2,2,0.048,0.888,0.064,0.4019
I Love You So,The Walters,2014-11-28,"['chicago indie', 'pov: indie']",indie,160239,89,Indie,24,174,91,93,3.764367816091954,2,2,0.074,0.618,0.308,0.996
For the First Time,Mac DeMarco,2017-05-05,"['edmonton indie', 'lo-fi indie', 'pov: indie']",indie,182306,84,Indie,23,141,83,75,4.141843971631205,2,1,0.047,0.873,0.08,0.418
Not Allowed,TV Girl,2016-02-25,['pov: indie'],indie,167864,85,Indie,27,201,121,109,4.149253731343284,1,1,0.223,0.7,0.077,-0.9889
Freaks,Surf Curse,2021-05-15,"['dreamo', 'indie surf', 'pov: indie', 'surf punk', 'vegas indie']",indie,147062,87,Indie,22,97,51,50,3.484536082474227,2,1,0.122,0.737,0.141,0.2091
The Night We Met,Lord Huron,2015-04-07,"['indie folk', 'modern rock', 'stomp and holler']",indie,208211,81,Indie,26,147,76,86,3.6462585034013606,2,1,0.102,0.885,0.014,-0.9245
Cigarettes out the Window,TV Girl,2016-02-25,['pov: indie'],indie,198960,85,Indie,36,180,91,74,4.3,2,1,0.047,0.917,0.036,-0.6203
Chamber Of Reflection,Mac DeMarco,2014-04-01,"['edmonton indie', 'lo-fi indie', 'pov: indie']",indie,231723,85,Indie,27,83,48,34,4.879518072289157,2,2,0.331,0.554,0.114,-0.9382
Christmas Kids,Roar,2010-03-14,"['pov: indie', 'weirdcore']",indie,135693,87,Indie,23,138,75,71,4.050724637681159,2,1,0.142,0.777,0.081,-0.8538
rises the moon,Liana Flores,2019-04-10,['pov: indie'],indie,161929,85,Indie,25,123,87,48,4.5528455284552845,2,1,0.046,0.859,0.095,0.7579
It's Called: Freefall,Rainbow Kitten Surprise,2018-04-06,['pov: indie'],indie,152293,84,Indie,25,163,107,75,4.282208588957055,3,1,0.157,0.684,0.159,0.1298
Stick Season,Noah Kahan,2022-10-14,['pov: indie'],indie,182346,80,Indie,26,237,158,133,3.940928270042194,2,1,0.12,0.731,0.149,0.8942
My Kind of Woman,Mac DeMarco,2012-10-16,"['edmonton indie', 'lo-fi indie', 'pov: indie']",indie,190845,83,Indie,25,107,73,56,3.869158878504673,2,1,0.119,0.796,0.085,-0.6315
Telephones,Vacations,2018,['newcastle nsw indie'],indie,212432,83,Indie,25,107,47,63,3.691588785046729,2,2,0.0,0.898,0.102,0.8888
Washing Machine Heart,Mitski,2018-08-17,"['brooklyn indie', 'pov: indie']",indie,128198,84,Indie,22,99,53,50,4.2727272727272725,2,1,0.073,0.888,0.038,-0.3527
we fell in love in october,girl in red,2018-11-21,"['alt z', 'bedroom pop', 'indie pop', 'norwegian indie', 'pop', 'pov: indie']",pop,184153,86,Indie,27,128,58,67,3.9609375,2,1,0.0,0.724,0.276,0.9924
Brazil,Declan McKenna,2017-07-21,['pov: indie'],indie,252306,83,Indie,25,186,121,101,3.8118279569892475,2,1,0.019,0.809,0.172,0.9822
Kilby Girl,The Backseat Lovers,2019-01-27,"['pov: indie', 'slc indie']",indie,282205,79,Indie,29,179,91,98,4.027932960893855,2,2,0.126,0.722,0.152,0.6542
Those Eyes,New West,2019-05-10,['toronto indie'],indie,220750,91,Indie,22,178,87,114,3.865168539325843,2,2,0.049,0.843,0.109,0.9231
You’re Gonna Go Far,Noah Kahan,2023-06-09,['pov: indie'],indie,286369,79,Indie,32,217,134,109,4.119815668202765,2,1,0.088,0.706,0.207,0.9837
Young,Vacations,2016,['newcastle nsw indie'],indie,189160,83,Indie,26,121,70,66,3.7520661157024793,2,2,0.0,0.913,0.087,0.857
Je te laisserai des mots,Patrick Watson,2010-09-10,"['indie folk', 'indie quebecois']",indie,160853,86,Indie,22,79,55,0,5.30379746835443,0,0,0.019,0.981,0.0,-0.128
Notion,The Rare Occasions,2021-12-02,['la indie'],indie,195120,83,Indie,24,171,105,91,4.175438596491228,2,0,0.155,0.742,0.103,-0.9348
I Can't Handle Change,Roar,2010-03-14,"['pov: indie', 'weirdcore']",indie,198213,82,Indie,22,98,41,43,3.857142857142857,0,1,0.207,0.606,0.186,0.5719
Call Your Mom,Noah Kahan,2023-06-09,['pov: indie'],indie,278670,78,Indie,24,135,91,71,4.496296296296296,2,1,0.08,0.778,0.141,0.8742
the perfect pair,beabadoobee,2022-07-15,"['bedroom pop', 'bubblegrunge', 'indie pop', 'pov: indie']",pop,177533,81,Indie,20,201,92,112,3.7313432835820897,2,2,0.152,0.784,0.064,-0.9454
Always Forever,Cults,2013-10-15,"['experimental pop', 'indie surf']",pop,223746,82,Indie,23,123,63,63,4.065040650406504,2,2,0.042,0.862,0.096,0.8446
Not Strong Enough,boygenius,2023-03-31,['indie pop'],indie,234933,79,Indie,33,142,92,63,3.9577464788732395,2,2,0.091,0.841,0.068,-0.47
K.,Cigarettes After Sex,2017-06-09,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",pop,319560,80,Indie,25,177,103,97,4.0,3,2,0.072,0.771,0.157,0.9685
Motion Sickness,Phoebe Bridgers,2017-09-22,"['indie pop', 'la indie', 'pov: indie']",indie,229760,79,Indie,31,200,114,109,4.01,2,2,0.159,0.771,0.07,-0.965
Babydoll,Dominic Fike,2018-10-16,"['alternative pop rock', 'pov: indie']",alternative,97960,81,Indie,25,161,95,80,4.39751552795031,1,2,0.074,0.871,0.055,-0.4662
No Complaints,Noah Kahan,2023-06-09,['pov: indie'],indie,205432,77,Indie,34,191,126,89,4.036649214659686,2,1,0.153,0.665,0.182,0.304
Are You Bored Yet? (feat. Clairo),Wallows,2019-03-22,['pov: indie'],indie,178000,82,Indie,43,246,123,129,3.926829268292683,2,1,0.133,0.776,0.091,-0.9199
Good Looking,Suki Waterhouse,2022-08-18,['indie pop'],indie,214800,82,Indie,25,137,76,63,4.116788321167883,2,2,0.026,0.737,0.237,0.9892
this is what falling in love feels like,JVKE,2022-09-23,"['modern indie pop', 'pov: indie']",indie,120308,82,Indie,23,149,69,80,3.7114093959731544,1,2,0.071,0.659,0.27,0.9933
Glue Song,beabadoobee,2023-02-14,"['bedroom pop', 'bubblegrunge', 'indie pop', 'pov: indie']",pop,135066,81,Indie,23,103,66,57,3.7281553398058254,2,1,0.131,0.756,0.114,0.4666
Goodie Bag,Still Woozy,2017-11-05,"['bedroom pop', 'oakland indie', 'pov: indie']",indie,146390,79,Indie,30,184,85,98,3.907608695652174,1,2,0.168,0.651,0.181,0.7167
Let Me Down Slowly,Alec Benjamin,2018-11-16,"['alt z', 'pop', 'pov: indie']",pop,169353,89,Indie,27,171,101,99,3.847953216374269,2,1,0.068,0.824,0.108,0.7388
