name,artists,release_date,genres,common_genre,duration,popularity,source_genre,lines_count,word_count,unique_words,stopwords_count,avg_word_length,chorus_count,verse_count,neg,neu,pos,compound
As You Find Me - Live,Hillsong UNITED,2019-04-26,"['ccm', 'christian music', 'world worship', 'worship']",world,522133,49,World,100,512,144,300,3.890625,3,1,0.056,0.67,0.274,0.9993
That's The Power - Live,Hillsong Worship,2021-11-05,"['ccm', 'christian music', 'world worship', 'worship']",world,274534,49,World,56,364,137,193,4.321428571428571,2,1,0.099,0.749,0.152,0.9606
Thank You Jesus - Live,Hillsong Worship,2014-07-01,"['ccm', 'christian music', 'world worship', 'worship']",world,350066,49,World,67,237,57,109,4.185654008438819,2,2,0.0,0.582,0.418,0.9991
Tiene Sabor (feat. Omara Portuondo),Buena Vista Social Club,2015-03-23,"['latin jazz', 'musica tradicional cubana', 'world']",jazz,197888,63,World,28,209,94,19,4.220095693779904,0,0,0.022,0.978,0.0,-0.5267
Yes and Amen,Housefires,2016-08-12,"['ccm', 'deep ccm', 'world worship', 'worship']",world,426715,52,World,33,148,56,80,4.5,2,2,0.045,0.483,0.472,0.9984
EVERYTHING EVERYTHING,ELEVATION RHYTHM,2019-07-11,"['ccm', 'world worship', 'worship']",world,200079,52,World,28,136,92,74,4.132352941176471,2,1,0.122,0.701,0.177,0.8625
Stand in Your Love - Live,Bethel Music,2019-01-25,"['ambient worship', 'ccm', 'deep ccm', 'world worship', 'worship']",world,248760,52,World,52,319,86,173,4.040752351097178,2,3,0.22,0.554,0.226,0.9402
NEVER WALK AWAY,ELEVATION RHYTHM,2019-07-12,"['ccm', 'world worship', 'worship']",world,200017,51,World,25,116,76,71,3.689655172413793,2,1,0.081,0.797,0.122,0.6369
Akaal,Ajeet,2016-10-28,"['high vibe', 'kirtan', 'shamanic', 'world devotional']",world,531520,58,World,9,58,34,31,4.068965517241379,0,0,0.0,0.915,0.085,0.6124
I Belong To Jesus - Live,Bethel Music,2021-09-24,"['ambient worship', 'ccm', 'deep ccm', 'world worship', 'worship']",world,519770,53,World,54,399,78,208,4.177944862155388,2,3,0.116,0.814,0.07,-0.9702
Never Walk Alone - Live At Team Night,Hillsong Worship,2022-09-16,"['ccm', 'christian music', 'world worship', 'worship']",world,273245,49,World,26,139,78,87,4.280575539568345,0,0,0.021,0.71,0.27,0.9891
Sinking Deep - Live,Hillsong Young & Free,2013-09-30,"['ccm', 'christian music', 'world worship', 'worship']",world,448573,48,World,120,503,103,266,3.827037773359841,2,1,0.066,0.714,0.22,0.9984
Psalm 63,Jeremy Riddle,2022-11-11,"['ccm', 'christian music', 'deep ccm', 'world worship', 'worship']",world,338331,52,World,19,99,66,61,3.6363636363636362,0,0,0.076,0.741,0.183,0.9169
Run Wild.,for KING & COUNTRY,2015-10-22,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'world worship']",alternative,240986,51,World,52,345,161,157,4.243478260869566,3,1,0.079,0.645,0.276,0.9984
Peace,Bethel Music,2020-04-10,"['ambient worship', 'ccm', 'deep ccm', 'world worship', 'worship']",world,297293,54,World,24,138,84,70,4.586956521739131,2,2,0.105,0.638,0.256,0.9826
The Stand - Live,Hillsong UNITED,2006-03-22,"['ccm', 'christian music', 'world worship', 'worship']",world,411039,48,World,25,129,72,75,3.86046511627907,0,0,0.076,0.799,0.125,0.705
We Dance - Live,Bethel Music,2014-04-21,"['ambient worship', 'ccm', 'deep ccm', 'world worship', 'worship']",world,281506,52,World,60,322,109,177,3.642857142857143,3,2,0.052,0.788,0.159,0.9886
This Is Amazing Grace,Bethel Music,2012-10-02,"['ambient worship', 'ccm', 'deep ccm', 'world worship', 'worship']",world,452013,53,World,24,153,85,77,4.065359477124183,2,1,0.049,0.702,0.249,0.9899
P E A C E,Hillsong Young & Free,2019-04-05,"['ccm', 'christian music', 'world worship', 'worship']",world,263893,48,World,42,223,107,106,4.179372197309417,2,3,0.113,0.602,0.285,0.9937
Let Go,Hillsong Young & Free,2018-06-29,"['ccm', 'christian music', 'world worship', 'worship']",world,228906,48,World,60,312,112,140,4.016025641025641,1,2,0.04,0.784,0.176,0.9921
Fake Love,ELEVATION RHYTHM,2022-04-01,"['ccm', 'world worship', 'worship']",world,211719,50,World,26,194,88,82,3.948453608247423,1,2,0.032,0.844,0.124,0.9322
Be Enthroned - Live,Bethel Music,2016-03-11,"['ambient worship', 'ccm', 'deep ccm', 'world worship', 'worship']",world,485396,53,World,65,348,106,168,4.482758620689655,3,2,0.022,0.663,0.315,0.999
Volare,Gipsy Kings,2000-09-05,"['flamenco', 'rumba', 'world']",world,218466,47,World,25,113,68,10,4.0,0,0,0.021,0.979,0.0,-0.296
Allegria,Gipsy Kings,2013-02-24,"['flamenco', 'rumba', 'world']",world,167000,60,World,55,178,67,20,4.561797752808989,0,0,0.065,0.789,0.147,0.946
Best Friends,Hillsong Young & Free,2020-08-28,"['ccm', 'christian music', 'world worship', 'worship']",world,185573,48,World,47,244,101,123,4.168032786885246,2,2,0.126,0.67,0.204,0.9824
All Hail King Jesus,Jeremy Riddle,2017-11-17,"['ccm', 'christian music', 'deep ccm', 'world worship', 'worship']",world,497560,51,World,67,358,127,154,4.337988826815643,3,4,0.045,0.734,0.221,0.9945
Resurrender - Live,Hillsong Worship,2021-11-05,"['ccm', 'christian music', 'world worship', 'worship']",world,422135,48,World,95,438,132,227,4.465753424657534,2,3,0.005,0.805,0.19,0.9974
See The Light,Hillsong Worship,2019-10-11,"['ccm', 'christian music', 'world worship', 'worship']",world,247786,48,World,21,78,61,43,3.5128205128205128,3,1,0.292,0.669,0.039,-0.9711
How Do I Thank You,Mosaic MSC,2022-04-08,"['ccm', 'world worship', 'worship']",world,168760,51,World,46,259,78,184,3.5714285714285716,3,2,0.046,0.702,0.252,0.9956
God So Loved - Live,Hillsong Worship,2018-04-06,"['ccm', 'christian music', 'world worship', 'worship']",world,271986,48,World,40,213,66,108,4.107981220657277,2,4,0.023,0.671,0.306,0.9973
Raise a Hallelujah,Bethel Music,2020-04-10,"['ambient worship', 'ccm', 'deep ccm', 'world worship', 'worship']",world,375813,53,World,43,340,89,139,4.567647058823529,2,2,0.123,0.655,0.222,0.9915
Surrounded By Holy,Bethel Music,2023-03-17,"['ambient worship', 'ccm', 'deep ccm', 'world worship', 'worship']",world,294280,54,World,26,117,62,57,4.410256410256411,3,2,0.083,0.84,0.076,0.2709
Just The Mention Of His Name - Live,The Belonging Co,2022-06-03,"['ccm', 'world worship', 'worship']",world,310333,49,World,141,742,109,338,4.123989218328841,4,5,0.034,0.897,0.068,0.9715
Abide,Kingdom Culture Worship,2017-06-26,"['anthem worship', 'deep ccm', 'world worship', 'worship']",world,475000,51,World,24,144,37,97,3.298611111111111,2,1,0.0,0.619,0.381,0.9973
Ain’t No Grave - Live,Bethel Music,2019-01-25,"['ambient worship', 'ccm', 'deep ccm', 'world worship', 'worship']",world,493293,50,World,78,482,118,260,4.024896265560166,3,4,0.27,0.675,0.056,-0.9987
Transfiguration - Live,Hillsong Worship,2015-10-16,"['ccm', 'christian music', 'world worship', 'worship']",world,336520,48,World,53,245,108,112,4.697959183673469,3,2,0.031,0.612,0.358,0.9988
On The Altar,UPPERROOM,2021-10-08,"['ccm', 'deep ccm', 'instrumental worship', 'world worship', 'worship']",world,536186,50,World,86,534,132,298,4.035580524344569,2,2,0.004,0.831,0.165,0.9979
Extravagant - Live,Bethel Music,2017-04-07,"['ambient worship', 'ccm', 'deep ccm', 'world worship', 'worship']",world,371774,52,World,59,328,92,165,4.161585365853658,2,3,0.058,0.651,0.291,0.9988
Man Of Sorrows - Live,Hillsong Worship,2013-07-02,"['ccm', 'christian music', 'world worship', 'worship']",world,314546,48,World,49,271,114,125,4.232472324723247,4,4,0.151,0.602,0.247,0.9915
Here I Am To Worship,Tim Hughes,2012-06-17,"['christian music', 'uk worship', 'world worship']",world,317113,54,World,34,179,86,90,4.078212290502793,2,2,0.098,0.676,0.226,0.9799
Pour My Love On You,UPPERROOM,2022-11-11,"['ccm', 'deep ccm', 'instrumental worship', 'world worship', 'worship']",world,691343,50,World,139,747,115,410,3.6318607764390896,3,5,0.022,0.628,0.35,0.9999
Christ The Lord Is with Me (with Amanda Cook & Wonder Grace Gretzinger),Steffany Gretzinger,2020-03-27,"['ccm', 'deep ccm', 'instrumental worship', 'world worship', 'worship']",world,266826,51,World,39,210,88,99,4.70952380952381,2,1,0.079,0.652,0.269,0.9949
Heaven’s All Around,Life.Church Worship,2020-06-19,"['ccm', 'world worship', 'worship']",world,281306,49,World,80,367,93,219,3.801089918256131,2,2,0.027,0.91,0.064,0.6049
Control,for KING & COUNTRY,2018-10-05,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'world worship']",alternative,266773,51,World,60,364,124,160,4.181318681318682,2,2,0.119,0.802,0.079,-0.8644
King of My Heart,Bethel Music,2020-04-10,"['ambient worship', 'ccm', 'deep ccm', 'world worship', 'worship']",world,330840,51,World,38,216,56,104,4.263888888888889,2,3,0.016,0.758,0.226,0.9942
No One Like You,UPPERROOM,2021-10-08,"['ccm', 'deep ccm', 'instrumental worship', 'world worship', 'worship']",world,383426,49,World,71,372,90,160,4.825268817204301,2,3,0.089,0.573,0.338,0.9989
Growing Pains,ELEVATION RHYTHM,2022-04-01,"['ccm', 'world worship', 'worship']",world,230210,49,World,62,394,141,190,4.368020304568528,2,3,0.202,0.566,0.232,0.1313
Unity,for KING & COUNTRY,2022-03-11,"['ccm', 'christian alternative rock', 'christian indie', 'christian music', 'world worship']",alternative,209608,51,World,63,382,104,206,3.4764397905759163,2,1,0.105,0.855,0.04,-0.9836
Never Have I Ever,Hillsong Young & Free,2020-08-28,"['ccm', 'christian music', 'world worship', 'worship']",world,185217,46,World,49,312,114,154,3.9551282051282053,0,0,0.039,0.628,0.333,0.9992
Open Space,Housefires,2017-06-02,"['ccm', 'deep ccm', 'world worship', 'worship']",world,456981,51,World,64,404,102,227,4.133663366336633,2,3,0.011,0.912,0.077,0.9817
Oh The Cross - Live,UPPERROOM,2020-03-20,"['ccm', 'deep ccm', 'instrumental worship', 'world worship', 'worship']",world,421775,49,World,105,485,105,269,4.441237113402062,2,1,0.053,0.851,0.095,0.9666
Single Mind,Jeremy Riddle,2022-11-11,"['ccm', 'christian music', 'deep ccm', 'world worship', 'worship']",world,229333,52,World,45,247,56,151,3.54251012145749,0,0,0.0,0.667,0.333,0.9983
Let My Life Be Worship,Bethel Music,2022-09-23,"['ambient worship', 'ccm', 'deep ccm', 'world worship', 'worship']",world,319739,52,World,54,298,102,124,4.4865771812080535,2,3,0.055,0.714,0.231,0.9955
Touch The Sky (From The Lowest Place On Earth & The Cliffs Of Arbel) - Live,Hillsong UNITED,2016-07-15,"['ccm', 'christian music', 'world worship', 'worship']",world,245120,47,World,41,269,103,120,4.111524163568773,2,2,0.088,0.748,0.165,0.98
Upper Room,Hillsong Worship,2019-10-11,"['ccm', 'christian music', 'world worship', 'worship']",world,240946,47,World,32,166,65,105,3.753012048192771,2,3,0.08,0.699,0.221,0.9764
Prince Of Peace (From Golan Heights Memorial Of War & By The Shining Lights Of The Old City) - Live,Hillsong UNITED,2016-07-15,"['ccm', 'christian music', 'world worship', 'worship']",world,491573,47,World,77,363,115,177,4.129476584022038,2,0,0.188,0.674,0.138,-0.9753
So in Love,Isla Vista Worship,2017-06-30,"['world worship', 'worship']",world,255280,51,World,36,178,58,99,4.146067415730337,1,2,0.042,0.626,0.332,0.9976
You're Gonna Be Ok,Bethel Music,2021-11-12,"['ambient worship', 'ccm', 'deep ccm', 'world worship', 'worship']",world,261519,53,World,31,181,99,110,3.994475138121547,0,0,0.022,0.774,0.205,0.9866
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,2011-10-11,"['g funk', 'gangster rap', 'hip-hop', 'pop rap', 'rap', 'west coast rap']",rap,207333,80,Funk,82,467,240,18,5.616702355460386,0,0,0.01,0.97,0.02,0.7096
Drop It Like It's Hot,Snoop Dogg,2004-01-01,"['g funk', 'gangster rap', 'hip-hop', 'pop rap', 'rap', 'west coast rap']",rap,266066,80,Funk,38,252,154,107,4.0,1,1,0.116,0.732,0.152,0.7476
Rather Be (feat. Jess Glynne),Clean Bandit,2014-01-17,"['pop', 'uk dance', 'uk funky']",pop,227833,76,Funk,62,412,121,237,4.179611650485437,1,3,0.242,0.679,0.079,-0.9972
Real Muthaphuckkin' G's,Eazy-E,2007-01-01,"['g funk', 'gangster rap', 'hip-hop', 'rap', 'west coast rap']",rap,332733,74,Funk,29,204,139,84,4.421568627450981,1,0,0.094,0.857,0.049,-0.8638
Dark Necessities,Red Hot Chili Peppers,2016-06-17,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,302000,76,Funk,31,211,107,103,3.8199052132701423,2,2,0.083,0.813,0.104,0.5621
Crawling In The Dark,Hoobastank,2001,"['alternative metal', 'funk metal', 'nu metal', 'pop rock', 'post-grunge']",metal,175226,70,Funk,22,171,81,101,4.116959064327485,2,2,0.012,0.91,0.079,0.8908
Take A Look Around,Limp Bizkit,2000-10-17,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,321040,77,Funk,29,229,155,114,3.995633187772926,1,0,0.131,0.761,0.109,-0.8197
The Zephyr Song,Red Hot Chili Peppers,2002-07-09,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,231933,75,Funk,42,205,107,111,3.8878048780487804,3,2,0.054,0.827,0.119,0.959
Get Down On It - Single Version,Kool & The Gang,2018-05-25,"['disco', 'funk', 'motown', 'soul']",disco,211680,73,Funk,95,511,91,319,3.563600782778865,3,2,0.004,0.978,0.018,0.7272
Symphony (feat. Zara Larsson),Clean Bandit,2018-11-30,"['pop', 'uk dance', 'uk funky']",pop,212733,79,Funk,61,332,107,176,3.9759036144578315,2,3,0.017,0.859,0.125,0.9879
Y'all Want a Single,Korn,2003-11-19,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,197906,65,Funk,29,148,56,59,4.087837837837838,1,2,0.458,0.491,0.051,-0.9981
Back Pocket,Vulfpeck,2015-10-09,"['ann arbor indie', 'funk rock', 'instrumental funk']",funk,181259,67,Funk,25,112,43,62,3.357142857142857,0,0,0.039,0.924,0.037,-0.0516
Here to Stay,Korn,2002-06-11,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,270960,69,Funk,31,146,105,75,4.273972602739726,2,1,0.204,0.769,0.027,-0.9828
I Need A Doctor,Dr. Dre,2011-02-01,"['g funk', 'gangster rap', 'hip-hop', 'rap', 'west coast rap']",rap,283733,73,Funk,33,274,152,156,3.5255474452554743,1,1,0.096,0.819,0.086,0.0529
Behind Blue Eyes,Limp Bizkit,2003-01-01,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,269973,77,Funk,23,101,69,53,3.712871287128713,2,1,0.273,0.548,0.179,-0.8768
Downtown,Anitta,2017-11-19,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']",pop,193456,78,Funk,46,202,127,32,3.787128712871287,0,0,0.061,0.926,0.013,-0.765
Envolver,Anitta,2021-11-11,"['funk pop', 'funk rj', 'pagode baiano', 'pop', 'pop nacional']",pop,193805,78,Funk,25,131,84,20,4.0534351145038165,0,0,0.072,0.914,0.014,-0.7269
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2016-10-21,"['pop', 'uk dance', 'uk funky']",pop,251088,78,Funk,186,705,236,246,4.4198581560283685,2,2,0.073,0.704,0.223,0.9987
Boom,P.O.D.,2001-09-11,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rap rock']",metal,190760,70,Funk,30,238,152,118,4.054621848739496,2,1,0.0,0.823,0.177,0.9901
Beautiful,Snoop Dogg,2002-01-01,"['g funk', 'gangster rap', 'hip-hop', 'pop rap', 'rap', 'west coast rap']",rap,298306,70,Funk,38,233,131,105,3.995708154506438,1,1,0.049,0.741,0.21,0.9678
Gangsta Nation,Westside Connection,2003-12-09,"['g funk', 'gangster rap', 'west coast rap']",rap,293053,70,Funk,33,232,125,71,3.8017241379310347,1,0,0.209,0.785,0.006,-0.9952
When I'm in Your Arms,Cleo Sol,2020-03-27,"['alternative r&b', 'uk contemporary r&b', 'uk funky']",r&b,335310,67,Funk,25,93,76,52,4.344086021505376,3,1,0.093,0.797,0.11,0.6019
Dig,Incubus,2006-11-28,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'post-grunge', 'rock']",metal,257253,66,Funk,23,130,99,72,4.0,2,1,0.057,0.781,0.162,0.9468
Right Now,Korn,2003-11-19,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,189960,63,Funk,23,132,92,58,4.303030303030303,2,1,0.196,0.682,0.123,-0.9381
Love Song,311,2004-06-08,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'rap rock', 'reggae fusion']",rock,211693,63,Funk,25,154,35,76,3.883116883116883,3,2,0.066,0.618,0.317,0.9939
Tell Me Baby,Red Hot Chili Peppers,2006-05-09,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,247666,70,Funk,31,206,136,99,4.145631067961165,1,1,0.066,0.834,0.1,0.8235
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,2018-01-19,"['pop dance', 'uk dance', 'uk funky']",dance,210772,76,Funk,77,508,199,231,4.005905511811024,2,2,0.065,0.835,0.1,0.9597
Ele Te Bota Soca Soca,MC Mazzie,2021-06-18,"['funk mtg', 'phonk brasileiro']",funk,180927,77,Funk,22,169,68,4,4.3609467455621305,0,0,0.0,1.0,0.0,0.0
Summer Nights,Lil Rob,2005-07-26,"['chicano rap', 'g funk', 'san diego rap']",rap,269160,62,Funk,35,272,165,127,4.238970588235294,1,1,0.089,0.776,0.135,0.8255
Sick Love,Red Hot Chili Peppers,2016-06-17,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,221440,69,Funk,28,191,126,88,4.225130890052356,2,1,0.095,0.693,0.211,0.9841
Californication,Red Hot Chili Peppers,2023-06-23,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,329733,0,Funk,23,146,104,63,4.958904109589041,3,1,0.054,0.827,0.118,0.7269
Under the Bridge,Red Hot Chili Peppers,2023-06-16,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,264306,0,Funk,23,165,90,86,3.860606060606061,3,1,0.086,0.662,0.252,0.9846
Give It Away,Red Hot Chili Peppers,2023-06-16,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,282906,0,Funk,33,257,127,127,3.6964980544747084,2,1,0.058,0.822,0.119,0.9526
I Like Dirt,Red Hot Chili Peppers,2023-06-23,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,157626,0,Funk,53,304,85,128,3.6809210526315788,5,3,0.143,0.588,0.269,0.9922
This Velvet Glove,Red Hot Chili Peppers,2023-06-16,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,225200,0,Funk,29,239,118,131,3.8577405857740588,3,2,0.096,0.8,0.104,0.0258
Scar Tissue,Red Hot Chili Peppers,2023-06-23,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,215906,0,Funk,22,134,69,58,4.440298507462686,3,2,0.134,0.728,0.137,-0.1469
Black Summer,Red Hot Chili Peppers,2023-06-23,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,232412,0,Funk,34,179,101,72,3.82122905027933,2,2,0.072,0.875,0.053,-0.2732
The Shape I’m Takin’,Red Hot Chili Peppers,2023-06-16,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,215365,0,Funk,38,300,135,136,4.386666666666667,2,3,0.16,0.781,0.059,-0.9907
Otherside,Red Hot Chili Peppers,2023-06-16,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,255373,0,Funk,23,128,68,68,4.0546875,2,2,0.0,0.913,0.087,0.8504
Renegades Of Funk,Rage Against The Machine,2000-12-05,"['alternative metal', 'alternative rock', 'conscious hip-hop', 'funk metal', 'hard rock', 'nu metal', 'political hip-hop', 'post-grunge', 'rap metal', 'rap rock', 'rock']",metal,274160,69,Funk,26,137,79,56,4.569343065693431,1,1,0.052,0.887,0.061,0.3248
Champagne,311,2001-06-19,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'rap rock', 'reggae fusion']",rock,184973,60,Funk,27,202,125,122,4.0,0,0,0.069,0.792,0.14,0.9413
Hot Dog,Limp Bizkit,2000-10-17,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,230240,68,Funk,25,143,81,65,4.265734265734266,1,0,0.426,0.55,0.024,-0.9981
Sweet Love,Anita Baker,2022-02-14,"['funk', 'neo soul', 'quiet storm', 'r&b', 'smooth jazz', 'soul', 'urban contemporary']",soul,262266,60,Funk,25,149,81,73,4.100671140939597,2,2,0.075,0.594,0.331,0.9946
I Miss You (feat. Julia Michaels),Clean Bandit,2018-11-30,"['pop', 'uk dance', 'uk funky']",pop,205986,72,Funk,58,369,117,221,3.693766937669377,2,3,0.175,0.659,0.165,0.839
Sua amiga vou sarrar,MC Levin,2019-02-15,"['funk carioca', 'funk mtg']",funk,149603,71,Funk,22,169,64,4,4.165680473372781,0,0,0.0,1.0,0.0,0.0
Word Up!,Korn,2004-11-16,"['alternative metal', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,172666,71,Funk,23,200,126,107,3.875,2,1,0.084,0.771,0.145,0.953
Anna Molly,Incubus,2006-11-28,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'post-grunge', 'rock']",metal,225880,66,Funk,35,198,109,95,4.222222222222222,2,2,0.087,0.769,0.144,0.915
Wet Sand,Red Hot Chili Peppers,2006-05-09,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,309800,67,Funk,22,171,118,78,4.309941520467836,3,0,0.065,0.66,0.275,0.9939
Talent Show,Snoop Dogg,2023-06-16,"['g funk', 'gangster rap', 'hip-hop', 'pop rap', 'rap', 'west coast rap']",rap,275426,4,Funk,35,349,213,168,4.045845272206304,0,1,0.145,0.759,0.096,-0.9706
Still A G Thang,Snoop Dogg,2023-06-23,"['g funk', 'gangster rap', 'hip-hop', 'pop rap', 'rap', 'west coast rap']",rap,259385,0,Funk,116,868,397,349,3.97926267281106,1,0,0.115,0.78,0.106,-0.9889
Signs,Snoop Dogg,2023-06-23,"['g funk', 'gangster rap', 'hip-hop', 'pop rap', 'rap', 'west coast rap']",rap,236480,0,Funk,111,599,207,268,3.8714524207011687,1,4,0.116,0.848,0.036,-0.9779
Lay Low,Snoop Dogg,2023-06-23,"['g funk', 'gangster rap', 'hip-hop', 'pop rap', 'rap', 'west coast rap']",rap,223000,0,Funk,85,703,349,330,4.0455192034139404,0,0,0.179,0.68,0.141,-0.9893
Paper'd Up,Snoop Dogg,2023-06-23,"['g funk', 'gangster rap', 'hip-hop', 'pop rap', 'rap', 'west coast rap']",rap,230026,0,Funk,41,311,172,135,4.028938906752412,0,0,0.048,0.849,0.102,0.9498
"Young, Wild & Free",Snoop Dogg,2023-06-23,"['g funk', 'gangster rap', 'hip-hop', 'pop rap', 'rap', 'west coast rap']",rap,207333,0,Funk,82,467,240,18,5.616702355460386,0,0,0.01,0.97,0.02,0.7096
Boss' Life,Snoop Dogg,2023-06-23,"['g funk', 'gangster rap', 'hip-hop', 'pop rap', 'rap', 'west coast rap']",rap,202680,0,Funk,62,616,277,333,3.9594155844155843,2,0,0.074,0.828,0.098,0.9423
Bitch Please,Snoop Dogg,2023-06-24,"['g funk', 'gangster rap', 'hip-hop', 'pop rap', 'rap', 'west coast rap']",rap,235346,0,Funk,31,202,159,83,4.400990099009901,1,0,0.186,0.705,0.11,-0.9664
My Generation,Limp Bizkit,2000-10-17,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",metal,221000,72,Funk,24,142,103,67,4.352112676056338,1,1,0.171,0.806,0.023,-0.9789
Preferida,KayBlack,2023-06-16,"['trap brasileiro', 'trap funk']",funk,130375,3,Funk,51,297,216,19,4.393939393939394,0,0,0.008,0.961,0.031,0.7351
Desejos,KayBlack,2023-06-16,"['trap brasileiro', 'trap funk']",funk,128000,2,Funk,25,127,103,14,4.645669291338582,0,0,0.066,0.861,0.073,0.25
The Adventures of Rain Dance Maggie,Red Hot Chili Peppers,2011-08-29,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",rock,282400,69,Funk,24,140,85,71,3.7928571428571427,2,2,0.015,0.887,0.097,0.8625
Love Taste,Moe Shop,2016-05-22,"['future funk', 'kawaii future bass']",funk,176193,63,Funk,47,346,209,155,4.164739884393064,2,1,0.133,0.701,0.165,0.9141
Bum Bum Tam Tam,MC Fioti,2017-12-15,"['funk carioca', 'funk ostentacao', 'funk paulista']",funk,213988,71,Funk,34,174,58,20,3.3735632183908044,0,0,0.0,1.0,0.0,0.0
When It's Over - David Kahne Main,Sugar Ray,2001-06-12,"['alternative metal', 'funk metal', 'pop rock', 'post-grunge']",metal,217853,62,Funk,61,366,75,209,3.650273224043716,0,0,0.012,0.907,0.081,0.9763
Get Up Offa That Thing,James Brown,2003-01-01,"['funk', 'soul']",funk,239733,65,Funk,23,102,27,44,4.098039215686274,0,0,0.082,0.807,0.111,0.7405
Solo (feat. Demi Lovato),Clean Bandit,2018-05-17,"['pop', 'uk dance', 'uk funky']",pop,222653,73,Funk,118,527,140,212,4.444022770398482,2,2,0.034,0.885,0.081,0.9671
One Thing,Finger Eleven,2003-01-01,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge']",metal,279573,61,Funk,25,109,71,59,3.7155963302752295,2,1,0.098,0.846,0.056,-0.5078
You Know How We Do It,Ice Cube,2001-12-04,"['conscious hip-hop', 'g funk', 'gangster rap', 'hip-hop', 'rap', 'west coast rap']",rap,232786,70,Funk,38,163,116,61,4.269938650306749,1,0,0.224,0.675,0.101,-0.9752
Wait for the Moment,Vulfpeck,2013-12-06,"['ann arbor indie', 'funk rock', 'instrumental funk']",funk,230676,64,Funk,21,121,94,64,3.9834710743801653,0,0,0.044,0.679,0.277,0.9837
1612,Vulfpeck,2014-08-26,"['ann arbor indie', 'funk rock', 'instrumental funk']",funk,199639,62,Funk,58,231,80,81,4.1558441558441555,1,3,0.008,0.903,0.09,0.9625
Why We Thugs,Ice Cube,2006-01-01,"['conscious hip-hop', 'g funk', 'gangster rap', 'hip-hop', 'rap', 'west coast rap']",rap,224106,71,Funk,30,189,123,89,4.195767195767195,1,0,0.151,0.761,0.089,-0.9229
John The Fisherman,Primus,2006-01-01,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'grunge', 'nu metal', 'rock']",metal,216733,60,Funk,28,175,135,86,4.085714285714285,2,1,0.062,0.868,0.071,-0.1012
I'll Be Here Awhile,311,2001-06-19,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'rap rock', 'reggae fusion']",rock,209693,59,Funk,22,130,71,82,4.276923076923077,2,2,0.105,0.796,0.1,0.0644
You Can Do It,Ice Cube,2000-02-29,"['conscious hip-hop', 'g funk', 'gangster rap', 'hip-hop', 'rap', 'west coast rap']",rap,259088,65,Funk,37,253,147,111,3.924901185770751,1,1,0.125,0.834,0.041,-0.9649
